"molregno","standard_inchi","canonical_smiles","SAMPLE","activity_id","assay_id","doc_id","record_id","standard_relation","standard_value","standard_units","standard_flag","standard_type","activity_comment","data_validity_comment","description","assay_type","assay_test_type","assay_category","assay_organism","assay_tax_id","assay_strain","assay_tissue","assay_cell_type","assay_subcellular_fraction","tid","relationship_type","confidence_score","curated_by","src_id","src_assay_id","chembl_id","target_type","pref_name","tax_id","organism","species_group_flag","Iteration","RankSantiagoFloriane","RankSereina","cScore","rSquared","ec50","ec50_l","ec50_u","EMOLECULES_ID","supplier","CATALOG_NUMBER"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6074395,738262,56167,1394142,,,,0,"Activity","Substrate",,"Clinically relevant substrates of human liver microsomal P450 enzymes, isoform CYP2C8","A",,,"Homo sapiens",9606,,,,,10163,"D",9,"Expert",1,"4","CHEMBL1743268","SINGLE PROTEIN","Cytochrome P450 2C8",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6178896,744682,57421,1419373,"=",12.0,"nM",1,"IC50",,,"Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 assessed as inhibition of parasite LDH activity after 72 hrs by spectrophotometry","F",,,"Plasmodium falciparum D10",478861,,,,,22226,"U",0,"Autocuration",1,"368275","CHEMBL1772703","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6178897,744683,57421,1419373,"=",16.0,"nM",1,"IC50",,,"Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite LDH activity after 72 hrs by spectrophotometry","F",,,"Plasmodium falciparum",5833,"W2",,,,50425,"N",1,"Autocuration",1,"368276","CHEMBL1772704","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6178941,744684,57421,1419373,,,,0,"EC50","Not Active",,"Vasodilatory activity in pre-contracted Wistar rat aortic rings","F",,,"Rattus norvegicus",10116,,,,,50597,"N",1,"Autocuration",1,"368277","CHEMBL1772705","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6178942,744685,57421,1419373,,,,0,"EC50","Not Active",,"Vasodilatory activity in pre-contracted Wistar rat aortic rings in presence of 1 uM ODQ","F",,,"Rattus norvegicus",10116,,,,,50597,"N",1,"Autocuration",1,"368278","CHEMBL1772706","ORGANISM","Rattus norvegicus",10116,"Rattus norvegicus",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6178947,744694,57421,1419373,,,,0,"Activity","Active",,"Antiplasmodial activity against Plasmodium berghei ANKA infected in C57BL/6 mouse assessed as reduction in parasitemia at 1 mg, ip daily for 5 days measured after 72 hrs relative to control","F",,,"Plasmodium berghei str. ANKA",5823,,,,,22226,"U",0,"Autocuration",1,"373927","CHEMBL1772715","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6667156,752407,51887,1250878,,2.9,"nM",1,"Potency","active",,"PUBCHEM_BIOASSAY: Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 96 hour incubation.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488745, AID488752, AID488774, AID504848, AID504850]","F",,"confirmatory","Plasmodium falciparum",5833,,,,,50425,"U",0,"Autocuration",7,"504834","CHEMBL1794345","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",6755640,752471,51887,1250878,,16360.1,"nM",1,"Potency","inactive",,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262]","F",,"confirmatory",,,,,,,22226,"U",0,"Autocuration",7,"540253","CHEMBL1794461","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7239923,752594,51887,1250878,,446.7,"nM",1,"Potency","inactive",,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]","F",,"confirmatory",,,,,,,103691,"D",9,"Autocuration",7,"588855","CHEMBL1794584","SINGLE PROTEIN","Mothers against decapentaplegic homolog 3",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7257403,752590,51887,1250878,,16.5,"nM",1,"Potency","active",,"PUBCHEM_BIOASSAY: Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 48 hour incubation.   (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488752, AID488774, AID504848, AID504850]","F",,"confirmatory","Plasmodium falciparum",5833,,,,,50425,"U",0,"Autocuration",7,"504832","CHEMBL1794580","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7840123,774800,59327,1541663,"=",1.0,,0,"DILI positive/negative","Source: O'brien dataset; Commonality: consistence",,"Drug Induced Liver Injury Prediction System (DILIps) validation dataset; compound DILI positive/negative as observed in O'Brien data","A",,,,,,,,,103956,"N",1,"Autocuration",1,"16","CHEMBL1909322","PHENOTYPE","Hepatotoxicity",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7962552,793813,60553,1566082,"=",15.9,"nM",1,"IC50",,,"Antimalarial activity against Plasmodium falciparum PH3 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum",5833,"PH3",,,,50425,"N",1,"Autocuration",1,"422099","CHEMBL1932728","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7962567,793814,60553,1566082,"=",4.9,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum 3D7",36329,,,,,22226,"U",0,"Autocuration",1,"422100","CHEMBL1932729","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7962582,793815,60553,1566082,"=",9.1,"nM",1,"IC50",,,"Antimalarial activity against Plasmodium falciparum Dd2 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum Dd2",57267,,,,,22226,"U",0,"Autocuration",1,"422101","CHEMBL1932730","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7962597,793816,60553,1566082,"=",7.5,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum TM6 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum",5833,"TM6",,,,50425,"N",1,"Autocuration",1,"422102","CHEMBL1932731","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7962612,793817,60553,1566082,"=",21.2,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum K1",5839,,,,,50426,"N",1,"Autocuration",1,"422103","CHEMBL1932732","ORGANISM","Plasmodium falciparum (isolate K1 / Thailand)",5839,"Plasmodium falciparum K1",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7963866,793818,60553,1566082,"=",15.2,"nM",1,"IC50",,,"Antimalarial activity against Plasmodium falciparum TM4 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum",5833,"TM4",,,,50425,"N",1,"Autocuration",1,"422104","CHEMBL1932733","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",7963881,793819,60553,1566082,"=",8.7,"nM",1,"IC50",,,"Antimalarial activity against chloroquine-resistant Plasmodium falciparum VS/1 infected in human A positive erythrocytes assessed as inhibition of [G-3H]-hypoxanthine uptake after 24 hrs by liquid scintillation counting","F",,,"Plasmodium falciparum VS/1",478864,,,,,22226,"U",0,"Autocuration",1,"422105","CHEMBL1932734","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10955082,829172,62630,1655565,"=",19.0,"nM",1,"Ki",,,"Inhibition of histamine N-methyltransferase by radiochemical assay","B",,,"Homo sapiens",9606,,,,,11327,"H",8,"Autocuration",1,"461118","CHEMBL2059994","SINGLE PROTEIN","Histamine N-methyltransferase",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10955083,829173,62630,1655565,"=",1350000.0,"nM",1,"IC50",,"Outside typical range","Inhibition of Plasmodium falciparum phosphoethanolamine methyltransferase using phospethanolamine as substrate by radiochemical assay in presence of S-adenosylmethionine","B",,,"Plasmodium falciparum",5833,,,,,104572,"D",9,"Autocuration",1,"461117","CHEMBL2059995","SINGLE PROTEIN","Phosphoethanolamine N-methyltransferase",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10955084,829171,62630,1655565,"=",3000000.0,"nM",1,"IC50",,"Outside typical range","Inhibition of Haemonchus contortus phosphoethanolamine methyltransferase1-mediated conversion of phosphoethanolamine to phosphomonomethylethanolamine by radiochemical assay in presence of S-adenosylmethionine","B",,,"Haemonchus contortus",6289,,,,,22226,"U",0,"Autocuration",1,"461119","CHEMBL2059993","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10955085,829170,62630,1655565,"=",3000000.0,"nM",1,"IC50",,"Outside typical range","Inhibition of Haemonchus contortus phosphoethanolamine methyltransferase2 conversion of phosphomonomethylethanolamine to phosphodimethylethanolamine by radiochemical assay in presence of S-adenosylmethionine","B",,,"Haemonchus contortus",6289,,,,,22226,"U",0,"Autocuration",1,"461120","CHEMBL2059992","UNCHECKED","Unchecked",,,,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10960242,830466,62598,1655441,"=",5.0,"nM",1,"IC50",,,"Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum W2 infected in human erythrocytes after 48 hrs by Geimsa staining","F",,,"Plasmodium falciparum",5833,"W2",,,,50425,"N",1,"Autocuration",1,"460061","CHEMBL2061191","ORGANISM","Plasmodium falciparum",5833,"Plasmodium falciparum",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10960256,830467,62598,1655441,"=",8.0,"nM",1,"IC50",,,"Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 assessed as [3H]hypoxanthine incorporation after 24 hrs by scintillation counting","F",,,"Plasmodium falciparum K1",5839,,,,,50426,"N",1,"Autocuration",1,"460062","CHEMBL2061192","ORGANISM","Plasmodium falciparum (isolate K1 / Thailand)",5839,"Plasmodium falciparum K1",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963806,829110,62713,1657941,"=",13.8,"10'-4/M",0,"Ka",,,"Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459252","CHEMBL2059932","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963807,829111,62713,1657941,"=",8.39,"10'-4/M",0,"Ka",,,"Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 301K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459253","CHEMBL2059933","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963808,829112,62713,1657941,"=",4.59,"10'-4/M",0,"Ka",,,"Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 310K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459254","CHEMBL2059934","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963809,829113,62713,1657941,"=",3.5,"10'-4/M",0,"Kb",,,"Apparent binding affinity to human serum albumin at pH 7.4 and 291K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459255","CHEMBL2059935","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963810,829114,62713,1657941,"=",4.86,"10'-4/M",0,"Kb",,,"Apparent binding affinity to human serum albumin at pH 7.4 and 301K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459256","CHEMBL2059936","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963811,829115,62713,1657941,"=",6.73,"10'-4/M",0,"Kb",,,"Apparent binding affinity to human serum albumin at pH 7.4 and 310K by spectrofluorimetrysis","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459257","CHEMBL2059937","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963812,829116,62713,1657941,"=",7.31,"10'-4/M",0,"Ka",,,"Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry in presence of warfarin","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459258","CHEMBL2059938","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963813,829117,62713,1657941,"=",11.36,"10'-4/M",0,"Ka",,,"Binding affinity to human serum albumin assessed as modified Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry in presence of ibuprofen","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459259","CHEMBL2059939","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963814,829118,62713,1657941,,,,0,"Activity","Active",,"Induction of conformational changes in human serum albumin assessed as decrease in absorbance at pH 7.4 and 291K by UV-Vis absorption spectrophotometric analysis","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"459260","CHEMBL2059940","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963815,829119,62713,1657941,"=",7.66,"10'-4/M",0,"KSV",,,"Binding affinity to human serum albumin assessed as Stern-Volmer association constant at pH 7.4 and 291K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"461555","CHEMBL2059941","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
29097,"InChI=1S/C20H22ClN3O/c1-3-24(4-2)13-14-11-16(6-8-20(14)25)23-18-9-10-22-19-12-15(21)5-7-17(18)19/h5-12,25H,3-4,13H2,1-2H3,(H,22,23)","CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O","SJ000110703-13",10963816,829120,62713,1657941,"=",5.62,"10'-4/M",0,"KSV",,,"Binding affinity to human serum albumin assessed as Stern-Volmer association constant at pH 7.4 and 301K by spectrofluorimetry","A",,,"Homo sapiens",9606,,,,,10697,"D",9,"Autocuration",1,"461556","CHEMBL2059942","SINGLE PROTEIN","Serum albumin",9606,"Homo sapiens",,0,853,,"A Active",0.98,0.025,0.023,0.031,6720220,"ENAMINE","Z1552192759"
